#label	reegle_uri	pointmention_pk	sentence_pk	conf
forestry	968	26500	15376	0.16
forestry	968	25200	14612	1.0
forestry	968	9547	5611	0.32
forestry	968	1502	850	1.0
forestry	968	1503	850	1.0
forestry	968	18022	10641	0.56
forestry	968	24681	14340	0.35
forestry	968	7093	4174	1.0
forestry	968	15548	9159	1.0
forestry	968	16921	9985	1.0
forestry	968	23574	13743	0.46
forestry	968	17546	10348	0.13
forestry	968	25423	14758	0.42
forestry	968	10168	5971	0.92
forestry	968	488	250	0.94
forestry	968	1211	677	0.36
forestry	968	13485	7971	1.0
forestry	968	16239	9595	0.34
forestry	968	22754	13315	0.28
forestry	968	16216	9578	1.0
forestry	968	18680	10989	1.0
forestry	968	18679	10989	1.0
forestry	968	10025	5882	0.39
forestry	968	10023	5882	0.39
forestry	968	22376	13129	0.74
forestry	968	17038	10053	0.49
forestry	968	25387	14735	1.0
forestry	968	25398	14741	1.0
forestry	968	534	290	0.34
forestry	968	24212	14085	0.4
forestry	968	19125	11229	0.77
forestry	968	408	194	0.54
forestry	968	1811	1019	0.92
forestry	968	26025	15108	1.0
forestry	968	1010	554	0.49
forestry	968	11196	6576	1.0
forestry	968	16213	9577	1.0
forestry	968	23821	13858	1.0
forestry	968	23822	13858	1.0
forestry	968	24179	14067	0.28
forestry	968	12550	7384	0.66
forestry	968	12372	7281	0.25
forestry	968	24461	14220	0.74
forestry	968	4995	2905	1.0
forestry	968	21661	12720	0.81
forestry	968	6868	4048	1.0
forestry	968	6869	4048	1.0
forestry	968	19124	11229	0.91
forestry	968	18678	10988	0.41
forestry	968	12564	7397	0.15
forestry	968	24200	14077	0.57
forestry	968	18845	11092	1.0
forestry	968	10153	5959	0.39
forestry	968	24462	14220	1.0
forestry	968	5556	3218	0.11
forestry	968	25202	14614	0.25
forestry	968	15873	9375	0.15
forestry	968	5593	3246	1.0
forestry	968	10020	5881	1.0
forestry	968	10439	6120	0.12
forestry	968	406	194	0.58
forestry	968	17039	10053	0.37
forestry	968	10446	6127	1.0
forestry	968	1492	846	0.84
forestry	968	25409	14747	1.0
forestry	968	2233	1253	1.0
forestry	968	25503	14814	1.0
forestry	968	7887	4671	0.16
forestry	968	12164	7153	1.0
forestry	968	15759	9292	1.0
forestry	968	14240	8422	1.0
forestry	968	25504	14815	0.55
forestry	968	15622	9204	0.8
forestry	968	18175	10715	0.21
forestry	968	25199	14612	1.0
forestry	968	4536	2631	0.27
forestry	968	15579	9177	1.0
forestry	968	15580	9177	1.0
forestry	968	7169	4221	1.0
forestry	968	25632	14907	1.0
forestry	968	738	385	1.0
forestry	968	739	385	1.0
forestry	968	25754	14977	0.44
forestry	968	25419	14754	1.0
forestry	968	3396	1929	1.0
forestry	968	3397	1929	1.0
forestry	968	3398	1929	1.0
forestry	968	9570	5629	0.41
forestry	968	23824	13858	0.64
forestry	968	23823	13858	0.64
forestry	968	20078	11811	0.64
forestry	968	20079	11811	0.64
forestry	968	8645	5072	1.0
forestry	968	7357	4323	1.0
forestry	968	9268	5431	1.0
forestry	968	25368	14727	0.89
forestry	968	13321	7872	0.2
forestry	968	4487	2604	0.29
forestry	968	9036	5275	0.11
forestry	968	21663	12721	0.11
forestry	968	14272	8439	0.08
forestry	968	14270	8439	0.08
forestry	968	14271	8439	0.08
forestry	968	9034	5274	0.81
forestry	968	22627	13245	0.36
forestry	968	3929	2302	0.58
forestry	968	9116	5335	1.0
forestry	968	22380	13131	1.0
forestry	968	22381	13131	1.0
forestry	968	4550	2642	0.36
forestry	968	16692	9841	1.0
forestry	968	17724	10469	1.0
forestry	968	3712	2129	1.0
forestry	968	11486	6756	1.0
forestry	968	26383	15293	1.0
forestry	968	19123	11228	0.77
forestry	968	9426	5533	1.0
forestry	968	20324	11943	0.57
forestry	968	24459	14218	1.0
forestry	968	21412	12570	0.34
forestry	968	10166	5969	1.0
forestry	968	13484	7971	0.42
forestry	968	25394	14738	1.0
forestry	968	22854	13374	1.0
forestry	968	21324	12513	0.25
forestry	968	1270	717	1.0
forestry	968	9220	5401	0.24
forestry	968	6753	3962	0.48
forestry	968	10683	6265	0.29
forestry	968	3698	2119	1.0
forestry	968	21800	12789	0.26
forestry	968	25388	14735	1.0
forestry	968	13046	7700	0.28
forestry	968	24789	14389	0.62
forestry	968	8066	4764	1.0
forestry	968	25505	14816	1.0
forestry	968	9632	5666	1.0
forestry	968	16215	9578	0.19
forestry	968	14881	8786	1.0
forestry	968	26382	15293	0.27
forestry	968	21258	12470	0.64
forestry	968	25420	14755	1.0
forestry	968	407	194	1.0
forestry	968	24457	14217	1.0
forestry	968	16211	9575	0.1
forestry	968	3332	1894	0.8
forestry	968	16233	9589	0.52
forestry	968	16924	9987	1.0
forestry	968	15762	9294	1.0
forestry	968	1815	1022	0.16
forestry	968	14557	8589	0.27
forestry	968	3930	2302	1.0
forestry	968	25944	15077	1.0
forestry	968	3909	2288	0.81
forestry	968	15761	9294	0.28
forestry	968	26502	15377	1.0
forestry	968	6115	3568	1.0
forestry	968	11417	6707	1.0
forestry	968	24456	14217	1.0
forestry	968	25733	14963	0.31
forestry	968	25386	14734	1.0
forestry	968	20067	11807	1.0
forestry	968	18681	10990	0.25
forestry	968	9222	5401	1.0
forestry	968	25201	14613	1.0
forestry	968	3120	1777	0.42
forestry	968	24903	14453	0.39
forestry	968	21566	12664	0.43
forestry	968	16695	9843	0.69
forestry	968	9882	5792	1.0
forestry	968	21256	12468	1.0
forestry	968	15188	8968	0.68
forestry	968	5594	3246	1.0
forestry	968	24483	14229	0.73
forestry sector	4046	1593	901	1.0
forestry sector	4046	1594	901	1.0
forestry sector	4046	21257	12469	0.38
forestry sector	4046	15581	9177	1.0
forestry sector	4046	15582	9177	1.0
forestry sector	4046	15583	9177	1.0
forestry sector	4046	11131	6537	0.33
forestry sector	4046	3931	2303	1.0
forestry sector	4046	3932	2303	1.0
forestry sector	4046	3933	2303	1.0
forestry sector	4046	10169	5971	0.89
forestry sector	4046	24790	14389	0.61
forestry sector	4046	26500	15376	0.16
forestry sector	4046	25200	14612	1.0
forestry sector	4046	1502	850	1.0
forestry sector	4046	1503	850	1.0
forestry sector	4046	18022	10641	0.56
forestry sector	4046	24681	14340	0.35
forestry sector	4046	7093	4174	1.0
forestry sector	4046	15548	9159	1.0
forestry sector	4046	23574	13743	0.46
forestry sector	4046	17546	10348	0.13
forestry sector	4046	25423	14758	0.42
forestry sector	4046	10168	5971	0.92
forestry sector	4046	488	250	0.94
forestry sector	4046	22754	13315	0.28
forestry sector	4046	16216	9578	1.0
forestry sector	4046	18680	10989	1.0
forestry sector	4046	18679	10989	1.0
forestry sector	4046	10025	5882	0.39
forestry sector	4046	10023	5882	0.39
forestry sector	4046	17038	10053	0.49
forestry sector	4046	25387	14735	1.0
forestry sector	4046	25398	14741	1.0
forestry sector	4046	534	290	0.34
forestry sector	4046	19125	11229	0.77
forestry sector	4046	408	194	0.54
forestry sector	4046	1811	1019	0.92
forestry sector	4046	26025	15108	1.0
forestry sector	4046	11196	6576	1.0
forestry sector	4046	16213	9577	1.0
forestry sector	4046	23821	13858	1.0
forestry sector	4046	23822	13858	1.0
forestry sector	4046	24179	14067	0.28
forestry sector	4046	12372	7281	0.25
forestry sector	4046	4995	2905	1.0
forestry sector	4046	21661	12720	0.81
forestry sector	4046	6868	4048	1.0
forestry sector	4046	6869	4048	1.0
forestry sector	4046	19124	11229	0.91
forestry sector	4046	24200	14077	0.57
forestry sector	4046	18845	11092	1.0
forestry sector	4046	5556	3218	0.11
forestry sector	4046	25202	14614	0.25
forestry sector	4046	5593	3246	1.0
forestry sector	4046	10020	5881	1.0
forestry sector	4046	10439	6120	0.12
forestry sector	4046	406	194	0.58
forestry sector	4046	17039	10053	0.37
forestry sector	4046	10446	6127	1.0
forestry sector	4046	1492	846	0.84
forestry sector	4046	25409	14747	1.0
forestry sector	4046	2233	1253	1.0
forestry sector	4046	25503	14814	1.0
forestry sector	4046	7887	4671	0.16
forestry sector	4046	12164	7153	0.7
forestry sector	4046	15759	9292	1.0
forestry sector	4046	25504	14815	0.55
forestry sector	4046	25199	14612	1.0
forestry sector	4046	4536	2631	0.27
forestry sector	4046	15579	9177	1.0
forestry sector	4046	15580	9177	1.0
forestry sector	4046	7169	4221	1.0
forestry sector	4046	25754	14977	0.44
forestry sector	4046	25419	14754	1.0
forestry sector	4046	3396	1929	1.0
forestry sector	4046	3397	1929	1.0
forestry sector	4046	3398	1929	1.0
forestry sector	4046	9570	5629	0.41
forestry sector	4046	23824	13858	0.64
forestry sector	4046	23823	13858	0.64
forestry sector	4046	20078	11811	0.64
forestry sector	4046	20079	11811	0.64
forestry sector	4046	8645	5072	1.0
forestry sector	4046	7357	4323	1.0
forestry sector	4046	9268	5431	1.0
forestry sector	4046	25368	14727	0.89
forestry sector	4046	13321	7872	0.2
forestry sector	4046	4487	2604	0.29
forestry sector	4046	14272	8439	0.08
forestry sector	4046	14270	8439	0.08
forestry sector	4046	14271	8439	0.08
forestry sector	4046	9034	5274	0.81
forestry sector	4046	22627	13245	0.36
forestry sector	4046	3929	2302	0.58
forestry sector	4046	9116	5335	1.0
forestry sector	4046	22380	13131	1.0
forestry sector	4046	22381	13131	1.0
forestry sector	4046	4550	2642	0.36
forestry sector	4046	16692	9841	1.0
forestry sector	4046	3712	2129	1.0
forestry sector	4046	11486	6756	1.0
forestry sector	4046	26383	15293	1.0
forestry sector	4046	19123	11228	0.77
forestry sector	4046	9426	5533	1.0
forestry sector	4046	24459	14218	1.0
forestry sector	4046	21412	12570	0.34
forestry sector	4046	25394	14738	1.0
forestry sector	4046	22854	13374	1.0
forestry sector	4046	21324	12513	0.25
forestry sector	4046	1270	717	1.0
forestry sector	4046	9220	5401	0.24
forestry sector	4046	6753	3962	0.48
forestry sector	4046	3698	2119	1.0
forestry sector	4046	25388	14735	1.0
forestry sector	4046	24789	14389	0.62
forestry sector	4046	8066	4764	1.0
forestry sector	4046	25505	14816	1.0
forestry sector	4046	9632	5666	1.0
forestry sector	4046	16215	9578	0.19
forestry sector	4046	26382	15293	0.27
forestry sector	4046	21258	12470	0.64
forestry sector	4046	25420	14755	1.0
forestry sector	4046	407	194	1.0
forestry sector	4046	24457	14217	1.0
forestry sector	4046	3332	1894	0.53
forestry sector	4046	16924	9987	1.0
forestry sector	4046	15762	9294	1.0
forestry sector	4046	3930	2302	1.0
forestry sector	4046	25944	15077	1.0
forestry sector	4046	3909	2288	0.81
forestry sector	4046	15761	9294	0.28
forestry sector	4046	6115	3568	1.0
forestry sector	4046	11417	6707	1.0
forestry sector	4046	24456	14217	1.0
forestry sector	4046	25733	14963	0.31
forestry sector	4046	25386	14734	0.83
forestry sector	4046	20067	11807	1.0
forestry sector	4046	18681	10990	0.25
forestry sector	4046	9222	5401	1.0
forestry sector	4046	25201	14613	1.0
forestry sector	4046	24903	14453	0.39
forestry sector	4046	21566	12664	0.43
forestry sector	4046	16695	9843	0.69
forestry sector	4046	21256	12468	1.0
forestry sector	4046	15188	8968	0.68
forestry sector	4046	5594	3246	1.0
forestry sector	4046	24483	14229	0.73
forests	2629	1593	901	1.0
forests	2629	1594	901	1.0
forests	2629	21257	12469	0.38
forests	2629	15581	9177	1.0
forests	2629	15582	9177	1.0
forests	2629	15583	9177	1.0
forests	2629	11131	6537	0.33
forests	2629	3931	2303	1.0
forests	2629	3932	2303	1.0
forests	2629	3933	2303	1.0
forests	2629	10169	5971	0.89
forests	2629	24790	14389	0.61
forests	2629	26500	15376	0.16
forests	2629	25200	14612	1.0
forests	2629	1502	850	1.0
forests	2629	1503	850	1.0
forests	2629	24681	14340	0.35
forests	2629	7093	4174	1.0
forests	2629	15548	9159	1.0
forests	2629	23574	13743	0.46
forests	2629	17546	10348	0.13
forests	2629	25423	14758	0.42
forests	2629	10168	5971	0.92
forests	2629	488	250	0.94
forests	2629	22754	13315	0.28
forests	2629	16216	9578	1.0
forests	2629	18680	10989	1.0
forests	2629	18679	10989	1.0
forests	2629	10025	5882	0.39
forests	2629	10023	5882	0.39
forests	2629	17038	10053	0.49
forests	2629	25387	14735	1.0
forests	2629	25398	14741	1.0
forests	2629	534	290	0.34
forests	2629	19125	11229	0.77
forests	2629	408	194	0.54
forests	2629	1811	1019	0.92
forests	2629	26025	15108	1.0
forests	2629	11196	6576	1.0
forests	2629	16213	9577	1.0
forests	2629	23821	13858	1.0
forests	2629	23822	13858	1.0
forests	2629	24179	14067	0.28
forests	2629	12372	7281	0.25
forests	2629	4995	2905	1.0
forests	2629	21661	12720	0.81
forests	2629	6868	4048	1.0
forests	2629	6869	4048	1.0
forests	2629	19124	11229	0.91
forests	2629	24200	14077	0.57
forests	2629	18845	11092	1.0
forests	2629	5556	3218	0.11
forests	2629	25202	14614	0.25
forests	2629	5593	3246	1.0
forests	2629	10020	5881	1.0
forests	2629	10439	6120	0.12
forests	2629	406	194	0.58
forests	2629	17039	10053	0.37
forests	2629	10446	6127	1.0
forests	2629	1492	846	0.84
forests	2629	25409	14747	1.0
forests	2629	2233	1253	1.0
forests	2629	25503	14814	1.0
forests	2629	7887	4671	0.16
forests	2629	12164	7153	0.7
forests	2629	15759	9292	1.0
forests	2629	25504	14815	0.55
forests	2629	25199	14612	1.0
forests	2629	4536	2631	0.27
forests	2629	15579	9177	1.0
forests	2629	15580	9177	1.0
forests	2629	7169	4221	1.0
forests	2629	25754	14977	0.44
forests	2629	25419	14754	1.0
forests	2629	3396	1929	1.0
forests	2629	3397	1929	1.0
forests	2629	3398	1929	1.0
forests	2629	9570	5629	0.41
forests	2629	23824	13858	0.64
forests	2629	23823	13858	0.64
forests	2629	20078	11811	0.64
forests	2629	20079	11811	0.64
forests	2629	8645	5072	1.0
forests	2629	7357	4323	1.0
forests	2629	9268	5431	1.0
forests	2629	25368	14727	0.89
forests	2629	13321	7872	0.2
forests	2629	4487	2604	0.29
forests	2629	14272	8439	0.08
forests	2629	14270	8439	0.08
forests	2629	14271	8439	0.08
forests	2629	9034	5274	0.81
forests	2629	22627	13245	0.36
forests	2629	3929	2302	0.58
forests	2629	9116	5335	1.0
forests	2629	22380	13131	1.0
forests	2629	22381	13131	1.0
forests	2629	4550	2642	0.36
forests	2629	16692	9841	1.0
forests	2629	3712	2129	1.0
forests	2629	11486	6756	1.0
forests	2629	26383	15293	1.0
forests	2629	19123	11228	0.77
forests	2629	9426	5533	1.0
forests	2629	24459	14218	1.0
forests	2629	21412	12570	0.34
forests	2629	25394	14738	1.0
forests	2629	22854	13374	1.0
forests	2629	21324	12513	0.25
forests	2629	1270	717	1.0
forests	2629	9220	5401	0.24
forests	2629	6753	3962	0.48
forests	2629	3698	2119	1.0
forests	2629	25388	14735	1.0
forests	2629	24789	14389	0.62
forests	2629	8066	4764	1.0
forests	2629	25505	14816	1.0
forests	2629	9632	5666	1.0
forests	2629	16215	9578	0.19
forests	2629	26382	15293	0.27
forests	2629	21258	12470	0.64
forests	2629	25420	14755	1.0
forests	2629	407	194	1.0
forests	2629	24457	14217	1.0
forests	2629	3332	1894	0.53
forests	2629	16924	9987	1.0
forests	2629	15762	9294	1.0
forests	2629	3930	2302	1.0
forests	2629	25944	15077	1.0
forests	2629	3909	2288	0.81
forests	2629	15761	9294	0.28
forests	2629	6115	3568	1.0
forests	2629	11417	6707	1.0
forests	2629	24456	14217	1.0
forests	2629	25733	14963	0.31
forests	2629	25386	14734	0.83
forests	2629	20067	11807	1.0
forests	2629	18681	10990	0.25
forests	2629	9222	5401	1.0
forests	2629	25201	14613	1.0
forests	2629	24903	14453	0.39
forests	2629	21566	12664	0.43
forests	2629	16695	9843	0.69
forests	2629	21256	12468	1.0
forests	2629	15188	8968	0.68
forests	2629	5594	3246	1.0
forests	2629	24483	14229	0.73
fossil energy	1207	25427	14760	0.84
fossil energy	1207	17956	10608	1.0
fossil energy	1207	13485	7971	0.24
fossil energy	1207	3510	1994	0.68
fossil energy	1207	7607	4484	0.8
fossil energy	1207	7799	4620	0.31
fossil energy	1207	7280	4283	1.0
fossil energy	1207	7281	4283	1.0
fossil energy	1207	7282	4283	1.0
fossil energy	1207	7283	4283	1.0
fossil energy	1207	7284	4283	1.0
fossil energy	1207	3809	2207	0.15
fossil energy	1207	14453	8530	0.15
fossil energy	1207	5538	3206	1.0
fossil energy	1207	11579	6816	1.0
fossil energy	1207	11580	6816	1.0
fossil energy	1207	11581	6816	1.0
fossil energy	1207	13484	7971	0.14
fossil energy	1207	604	324	0.76
fossil energy	1207	18183	10721	0.36
fossil energy	1207	13750	8152	0.16
fossil energy	1207	3993	2343	1.0
fossil energy	1207	13736	8141	0.08
fossil energy	1207	11487	6757	1.0
fossil energy	1207	9386	5500	1.0
fossil energy	1207	7166	4219	0.22
fuel cells	1666	2917	1688	0.29
fuel efficiency	2237	7607	4484	0.42
fuel efficiency	2237	23542	13725	1.0
future climate change	3017	21151	12402	1.0
future climate change	3017	21181	12421	0.22
future climate change	3017	21152	12402	1.0
geothermal energy	1667	9685	5692	0.15
global carbon market	2840	20618	12115	1.0
global climate	2613	22271	13070	1.0
global climate	2613	25213	14623	1.0
global climate	2613	21257	12469	0.12
global climate	2613	16467	9707	1.0
global climate	2613	3579	2041	0.18
global climate	2613	3530	2006	1.0
global climate	2613	3531	2006	1.0
global climate	2613	6925	4085	0.85
global climate	2613	9989	5862	0.35
global climate	2613	1970	1121	1.0
global climate	2613	21109	12375	0.18
global climate	2613	22800	13342	0.38
global climate	2613	16443	9693	1.0
global climate	2613	15299	9038	0.54
global climate	2613	5600	3249	0.18
global climate	2613	5601	3249	0.18
global climate	2613	5602	3249	0.18
global climate	2613	5603	3249	0.18
global climate	2613	5604	3249	0.18
global climate	2613	5605	3249	0.18
global climate	2613	5606	3249	0.18
global climate	2613	5607	3249	0.18
global climate	2613	5608	3249	0.18
global climate	2613	5609	3249	0.18
global climate	2613	5610	3249	0.18
global climate	2613	5611	3249	0.18
global climate	2613	5612	3249	0.18
global climate	2613	5613	3249	0.18
global climate	2613	5614	3249	0.18
global climate	2613	5615	3249	0.18
global climate	2613	5597	3249	0.18
global climate	2613	5598	3249	0.18
global climate	2613	5599	3249	0.18
global climate	2613	23492	13695	1.0
global climate	2613	1746	979	1.0
global climate	2613	19808	11669	0.98
global climate	2613	5653	3259	1.0
global climate	2613	913	487	1.0
global climate	2613	8455	4970	1.0
global climate	2613	17119	10105	1.0
global climate	2613	2649	1528	1.0
global climate	2613	1129	629	1.0
global climate	2613	13628	8067	1.0
global climate	2613	227	105	0.2
global climate	2613	9097	5321	1.0
global climate	2613	9675	5685	1.0
global climate	2613	8726	5132	0.39
global climate	2613	8727	5132	0.39
global climate	2613	9983	5859	1.0
global climate	2613	19884	11707	0.88
global climate	2613	6737	3951	1.0
global climate	2613	19628	11540	0.82
global climate	2613	21555	12659	0.16
global climate	2613	21556	12659	0.16
global climate	2613	21557	12659	0.16
global climate	2613	23339	13607	1.0
global climate	2613	15528	9146	0.66
global climate	2613	15556	9163	0.18
global climate	2613	20564	12083	0.69
global climate	2613	20565	12083	0.69
global climate	2613	22432	13147	1.0
global climate	2613	22433	13147	1.0
global climate	2613	22434	13147	1.0
global climate	2613	22435	13147	1.0
global climate	2613	22436	13147	1.0
global climate	2613	22437	13147	1.0
global climate	2613	22438	13147	1.0
global climate	2613	22439	13147	1.0
global climate	2613	22440	13147	1.0
global climate	2613	22441	13147	1.0
global climate	2613	22442	13147	1.0
global climate	2613	22443	13147	1.0
global climate	2613	22429	13147	1.0
global climate	2613	22430	13147	1.0
global climate	2613	22431	13147	1.0
global climate	2613	22781	13330	1.0
global climate	2613	5265	3068	1.0
global climate	2613	5266	3068	1.0
global climate	2613	5267	3068	1.0
global climate	2613	5268	3068	1.0
global climate	2613	5269	3068	1.0
global climate	2613	5270	3068	1.0
global climate	2613	5271	3068	1.0
global climate	2613	19656	11562	0.37
global climate	2613	10692	6273	1.0
global climate	2613	10693	6273	1.0
global climate	2613	10694	6273	1.0
global climate	2613	495	257	0.79
global climate	2613	5933	3438	0.3
global climate	2613	15532	9148	0.91
global climate	2613	10685	6267	0.17
global climate	2613	15571	9172	1.0
global climate	2613	3330	1892	1.0
global climate	2613	1786	1000	0.32
global climate	2613	22783	13332	1.0
global climate	2613	9389	5503	1.0
global climate	2613	2534	1456	0.54
global climate	2613	8338	4903	1.0
global climate	2613	8339	4903	1.0
global climate	2613	13753	8154	1.0
global climate	2613	259	130	0.2
global climate	2613	5485	3173	1.0
global climate	2613	32	9	0.12
global climate	2613	33	9	0.12
global climate	2613	34	9	0.12
global climate	2613	21	9	0.12
global climate	2613	22	9	0.12
global climate	2613	23	9	0.12
global climate	2613	24	9	0.12
global climate	2613	25	9	0.12
global climate	2613	26	9	0.12
global climate	2613	27	9	0.12
global climate	2613	28	9	0.12
global climate	2613	29	9	0.12
global climate	2613	30	9	0.12
global climate	2613	31	9	0.12
global climate	2613	13706	8124	1.0
global climate	2613	22585	13219	1.0
global climate	2613	21674	12732	1.0
global climate	2613	19635	11546	1.0
global climate	2613	12456	7333	0.3
global climate	2613	23396	13639	0.39
global climate	2613	1814	1022	0.19
global climate	2613	5390	3134	0.29
global climate	2613	20528	12060	1.0
global climate	2613	25108	14554	0.88
global climate	2613	25109	14554	0.88
global climate	2613	8733	5137	0.13
global climate	2613	13771	8165	1.0
global climate	2613	13748	8150	1.0
global climate	2613	24835	14411	1.0
global climate	2613	9127	5344	1.0
global climate	2613	19589	11519	0.54
global climate	2613	15341	9064	1.0
global climate	2613	5595	3247	1.0
global climate	2613	18260	10775	1.0
global climate	2613	8469	4984	1.0
global climate	2613	927	501	1.0
global climate	2613	215	95	0.31
global climate	2613	13261	7826	0.19
global climate	2613	15752	9289	1.0
global climate	2613	15753	9289	1.0
global climate	2613	9296	5447	0.77
global climate	2613	9297	5447	0.77
global climate	2613	9298	5447	0.77
global climate	2613	21151	12402	0.86
global climate	2613	19563	11503	1.0
global climate	2613	15612	9199	1.0
global climate	2613	15613	9199	1.0
global climate	2613	21192	12430	0.47
global climate	2613	3893	2277	1.0
global climate	2613	2189	1228	1.0
global climate	2613	3545	2017	0.6
global climate	2613	24204	14079	1.0
global climate	2613	21125	12386	1.0
global climate	2613	18227	10754	0.48
global climate	2613	17817	10519	0.19
global climate	2613	14544	8582	1.0
global climate	2613	23384	13634	0.19
global climate	2613	23385	13634	0.19
global climate	2613	23386	13634	0.19
global climate	2613	15693	9255	0.46
global climate	2613	15536	9152	0.78
global climate	2613	492	254	0.1
global climate	2613	7796	4618	1.0
global climate	2613	19179	11272	1.0
global climate	2613	19180	11272	1.0
global climate	2613	22499	13175	1.0
global climate	2613	22500	13175	1.0
global climate	2613	2294	1301	1.0
global climate	2613	5369	3124	1.0
global climate	2613	13749	8151	0.22
global climate	2613	9488	5569	0.8
global climate	2613	21121	12385	0.17
global climate	2613	21122	12385	0.17
global climate	2613	21123	12385	0.17
global climate	2613	23346	13610	1.0
global climate	2613	9489	5570	1.0
global climate	2613	2156	1208	1.0
global climate	2613	2157	1208	1.0
global climate	2613	15517	9136	0.39
global climate	2613	10081	5925	0.44
global climate	2613	9469	5555	1.0
global climate	2613	530	286	0.45
global climate	2613	5484	3172	1.0
global climate	2613	14004	8307	1.0
global climate	2613	26169	15184	0.25
global climate	2613	26170	15184	0.25
global climate	2613	4552	2644	0.36
global climate	2613	5547	3213	1.0
global climate	2613	5548	3213	1.0
global climate	2613	16851	9943	0.43
global climate	2613	13568	8021	0.45
global climate	2613	21190	12428	1.0
global climate	2613	15298	9037	1.0
global climate	2613	5632	3249	1.0
global climate	2613	5633	3249	1.0
global climate	2613	5634	3249	1.0
global climate	2613	1029	566	1.0
global climate	2613	17675	10429	1.0
global climate	2613	15631	9211	1.0
global climate	2613	15632	9211	1.0
global climate	2613	9380	5498	1.0
global climate	2613	9381	5498	1.0
global climate	2613	6310	3681	1.0
global climate	2613	9383	5498	1.0
global climate	2613	3897	2280	1.0
global climate	2613	6738	3951	1.0
global climate	2613	18261	10775	1.0
global climate	2613	216	95	1.0
global climate	2613	17372	10252	1.0
global climate	2613	10466	6136	1.0
global climate	2613	9382	5498	1.0
global climate	2613	10087	5929	1.0
global climate	2613	5616	3249	1.0
global climate	2613	5617	3249	1.0
global climate	2613	5618	3249	1.0
global climate	2613	5619	3249	1.0
global climate	2613	5620	3249	1.0
global climate	2613	5621	3249	1.0
global climate	2613	5622	3249	1.0
global climate	2613	5623	3249	1.0
global climate	2613	5624	3249	1.0
global climate	2613	5625	3249	1.0
global climate	2613	5626	3249	1.0
global climate	2613	5627	3249	1.0
global climate	2613	5628	3249	1.0
global climate	2613	5629	3249	1.0
global climate	2613	5630	3249	1.0
global climate	2613	5631	3249	1.0
global climate	2613	15890	9389	1.0
global climate	2613	15346	9068	0.13
global climate	2613	9625	5661	0.24
global climate	2613	8057	4759	1.0
global climate	2613	8058	4759	1.0
global climate	2613	22355	13117	1.0
global climate	2613	22356	13117	1.0
global climate	2613	23258	13564	1.0
global climate	2613	23259	13564	1.0
global climate	2613	23260	13564	1.0
global climate	2613	23261	13564	1.0
global climate	2613	23262	13564	1.0
global climate	2613	9569	5628	0.28
global climate	2613	4041	2367	0.24
global climate	2613	16480	9712	1.0
global climate	2613	23547	13728	1.0
global climate	2613	23548	13728	1.0
global climate	2613	5252	3060	0.14
global climate	2613	5253	3060	0.14
global climate	2613	5579	3236	1.0
global climate	2613	7483	4406	1.0
global climate	2613	17691	10443	0.68
global climate	2613	18024	10643	1.0
global climate	2613	5261	3065	1.0
global climate	2613	5262	3065	1.0
global climate	2613	19686	11582	1.0
global climate	2613	15303	9042	1.0
global climate	2613	14684	8671	1.0
global climate	2613	9145	5355	1.0
global climate	2613	9146	5355	1.0
global climate	2613	9373	5496	0.47
global climate	2613	9374	5496	0.47
global climate	2613	3564	2030	1.0
global climate	2613	3565	2030	1.0
global climate	2613	3566	2030	1.0
global climate	2613	3567	2030	1.0
global climate	2613	3108	1770	1.0
global climate	2613	3109	1770	1.0
global climate	2613	3110	1770	1.0
global climate	2613	3111	1770	1.0
global climate	2613	18229	10756	1.0
global climate	2613	3773	2180	1.0
global climate	2613	16216	9578	0.26
global climate	2613	4039	2365	1.0
global climate	2613	15554	9162	1.0
global climate	2613	18680	10989	0.25
global climate	2613	18679	10989	0.25
global climate	2613	25008	14498	0.38
global climate	2613	25009	14498	0.38
global climate	2613	25010	14498	0.38
global climate	2613	25011	14498	0.38
global climate	2613	23477	13684	0.41
global climate	2613	15233	8994	0.21
global climate	2613	15872	9375	0.18
global climate	2613	16336	9642	0.82
global climate	2613	19259	11321	1.0
global climate	2613	21110	12376	0.37
global climate	2613	10088	5930	1.0
global climate	2613	24478	14228	0.67
global climate	2613	24479	14228	0.67
global climate	2613	1714	961	1.0
global climate	2613	24474	14227	1.0
global climate	2613	24475	14227	1.0
global climate	2613	24476	14227	1.0
global climate	2613	24477	14227	1.0
global climate	2613	14977	8846	1.0
global climate	2613	11198	6578	0.34
global climate	2613	5235	3048	0.65
global climate	2613	3862	2254	1.0
global climate	2613	10164	5967	1.0
global climate	2613	5105	2968	0.87
global climate	2613	6394	3737	1.0
global climate	2613	6072	3539	0.53
global climate	2613	22850	13371	0.16
global climate	2613	18891	11119	1.0
global climate	2613	6409	3745	0.52
global climate	2613	6410	3745	0.52
global climate	2613	6411	3745	0.52
global climate	2613	6412	3745	0.52
global climate	2613	6724	3938	1.0
global climate	2613	12370	7280	1.0
global climate	2613	10058	5906	0.31
global climate	2613	13506	7982	0.22
global climate	2613	14189	8400	1.0
global climate	2613	14190	8400	1.0
global climate	2613	6145	3587	0.28
global climate	2613	19641	11551	0.42
global climate	2613	19642	11551	0.42
global climate	2613	22477	13161	0.42
global climate	2613	21288	12492	0.66
global climate	2613	1758	990	1.0
global climate	2613	3906	2285	1.0
